('Fold : ', 0)
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
Iter 115, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 116, Minibatch Loss= 153.230835, Training Accuracy= 0.98667
Iter 117, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 118, Minibatch Loss= 19.164791, Training Accuracy= 0.99333
Iter 119, Minibatch Loss= 255.869731, Training Accuracy= 0.98667
Iter 120, Minibatch Loss= 4.861078, Training Accuracy= 0.99333
Iter 121, Minibatch Loss= 104.612447, Training Accuracy= 0.99333
Iter 122, Minibatch Loss= 8.254974, Training Accuracy= 0.99333
Iter 123, Minibatch Loss= 358.533854, Training Accuracy= 0.98000
Iter 124, Minibatch Loss= 437.819845, Training Accuracy= 0.98000
Iter 125, Minibatch Loss= 230.237442, Training Accuracy= 0.98000
Iter 126, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 127, Minibatch Loss= 240.465566, Training Accuracy= 0.98000
Iter 128, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 129, Minibatch Loss= 86.742472, Training Accuracy= 0.99333
Iter 130, Minibatch Loss= 169.034559, Training Accuracy= 0.98667
Iter 131, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 132, Minibatch Loss= 226.898646, Training Accuracy= 0.97333
Iter 133, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 134, Minibatch Loss= 269.044352, Training Accuracy= 0.98667
Iter 135, Minibatch Loss= 80.372899, Training Accuracy= 0.99333
Iter 136, Minibatch Loss= 22.840235, Training Accuracy= 0.99333
Iter 137, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 138, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 139, Minibatch Loss= 19.959375, Training Accuracy= 0.99333
Iter 140, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 141, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 142, Minibatch Loss= 2.472188, Training Accuracy= 0.99333
Iter 143, Minibatch Loss= 40.652786, Training Accuracy= 0.99333
Iter 144, Minibatch Loss= 91.346456, Training Accuracy= 0.99333
Iter 145, Minibatch Loss= 172.830241, Training Accuracy= 0.99333
Iter 146, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 147, Minibatch Loss= 37.059792, Training Accuracy= 0.99333
Iter 148, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 149, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 150, Minibatch Loss= 89.526067, Training Accuracy= 0.98667
Iter 151, Minibatch Loss= 140.367177, Training Accuracy= 0.98667
Iter 152, Minibatch Loss= 26.316147, Training Accuracy= 0.99333
Iter 153, Minibatch Loss= 580.669484, Training Accuracy= 0.98000
Iter 154, Minibatch Loss= 13.200703, Training Accuracy= 0.99333
Iter 155, Minibatch Loss= 339.110179, Training Accuracy= 0.97333
Iter 156, Minibatch Loss= 270.546509, Training Accuracy= 0.98000
Iter 157, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 158, Minibatch Loss= 34.346015, Training Accuracy= 0.98667
Iter 159, Minibatch Loss= 44.675569, Training Accuracy= 0.98000
Iter 160, Minibatch Loss= 174.622017, Training Accuracy= 0.98667
Iter 161, Minibatch Loss= 351.312790, Training Accuracy= 0.96667
Iter 162, Minibatch Loss= 64.266510, Training Accuracy= 0.99333
Iter 163, Minibatch Loss= 106.204119, Training Accuracy= 0.98667
Iter 164, Minibatch Loss= 495.419149, Training Accuracy= 0.98000
Iter 165, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 166, Minibatch Loss= 421.913869, Training Accuracy= 0.96667
Iter 167, Minibatch Loss= 69.727746, Training Accuracy= 0.98667
Iter 168, Minibatch Loss= 28.942917, Training Accuracy= 0.99333
Iter 169, Minibatch Loss= 0.154085, Training Accuracy= 0.99333
Iter 170, Minibatch Loss= 237.211146, Training Accuracy= 0.98000
Iter 171, Minibatch Loss= 15.463750, Training Accuracy= 0.99333
Iter 172, Minibatch Loss= 347.633545, Training Accuracy= 0.96667
Iter 173, Minibatch Loss= 191.980245, Training Accuracy= 0.99333
Iter 174, Minibatch Loss= 0.103828, Training Accuracy= 0.99333
Iter 175, Minibatch Loss= 256.408081, Training Accuracy= 0.98000
Iter 176, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 177, Minibatch Loss= 166.093831, Training Accuracy= 0.99333
Iter 178, Minibatch Loss= 216.457031, Training Accuracy= 0.98667
Iter 179, Minibatch Loss= 31.336212, Training Accuracy= 0.98667
Iter 180, Minibatch Loss= 133.933594, Training Accuracy= 0.99333
Iter 181, Minibatch Loss= 110.497410, Training Accuracy= 0.98000
Iter 182, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 183, Minibatch Loss= 155.733775, Training Accuracy= 0.99333
Iter 184, Minibatch Loss= 48.648646, Training Accuracy= 0.99333
Iter 185, Minibatch Loss= 61.308334, Training Accuracy= 0.99333
Iter 186, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 187, Minibatch Loss= 40.821823, Training Accuracy= 0.99333
Iter 188, Minibatch Loss= 153.931885, Training Accuracy= 0.99333
Iter 189, Minibatch Loss= 65.082189, Training Accuracy= 0.99333
Iter 190, Minibatch Loss= 59.506460, Training Accuracy= 0.99333
Iter 191, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 192, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 193, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 194, Minibatch Loss= 291.970295, Training Accuracy= 0.98000
Iter 195, Minibatch Loss= 70.139999, Training Accuracy= 0.99333
Iter 196, Minibatch Loss= 2.649102, Training Accuracy= 0.99333
Iter 197, Minibatch Loss= 17.888177, Training Accuracy= 0.99333
Iter 198, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 199, Minibatch Loss= 50.527156, Training Accuracy= 0.99333

Training complete!
('accuracy : ', 0.80000000000000004)
('precision : ', 0.90222222222222226)
('recall : ', 0.80000000000000004)
('f1 : ', 0.77703703703703697)
